:ID|name:STRING|GO:STRING[]
AT3G01410|AT3G01410|GO:0003676,GO:0005737,GO:0005737,GO:0004523,GO:0005634,GO:0009793,GO:0019538,GO:0022607,GO:0043170,GO:0051301,GO:0080090
AT5G65130|ERF57|GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0043565,GO:0003700,GO:1903046,GO:0003677,GO:0005634
AT3G28220|AT3G28220|GO:0003674,GO:0005634,GO:0009941,GO:0000325,GO:0005829,GO:0006629,GO:0009308,GO:0009611,GO:0009755,GO:0009867,GO:0016070,GO:0018130,GO:0019438,GO:0033993,GO:0044271,GO:0044550,GO:1901362,GO:1901566,GO:1901605,GO:1901701
AT4G22235|AT4G22235|GO:0003674,GO:0005576,GO:0005576,GO:0001708,GO:0048364
AT2G24500|FZF|GO:0005634,GO:0008270,GO:0030687,GO:0042273,GO:0003700,GO:0006355,GO:0042273,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005829,GO:0009631,GO:0090070,GO:0000976,GO:0005634,GO:0005737,GO:0006364,GO:0009631
AT5G50810|TIM8|GO:0003674,GO:0009507,GO:0005739,GO:0005758,GO:0005739,GO:0005829,GO:0009536,GO:0016070,GO:0043412
AT4G31860|AT4G31860|GO:0005634,GO:0005634,GO:0006470,GO:0017018,GO:0005886
AT5G14640|SK13|GO:0004674,GO:0005737,GO:0007165,GO:0009507,GO:0009507,GO:0006972,GO:0009651,GO:0004674,GO:0046777,GO:0005515,GO:0005515
AT1G17720|ATB BETA|GO:0000159,GO:0005737,GO:0005737,GO:0005829,GO:0019888,GO:0019888,GO:0005515,GO:0005634,GO:0009059,GO:0030154,GO:0036211,GO:0048589,GO:0000159,GO:0006470,GO:0019888,GO:0043666
AT5G47590|AT5G47590|GO:0003674,GO:0005737,GO:0005737,GO:0009620,GO:0009908,GO:0019219,GO:0044248,GO:0048507,GO:0048827
AT3G01820|AT3G01820|GO:0004017,GO:0004017,GO:0005737,GO:0005739,GO:0006979,GO:0009414,GO:0009416,GO:0031347,GO:0044085,GO:0098542
AT3G17860|JAZ3|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0009611,GO:0031347,GO:2000022,GO:0005515,GO:0005515,GO:0009867,GO:0005515,GO:0042802,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0005515,GO:0005515,GO:0031347,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802
AT5G56250|HAP8|GO:0003674,GO:0005634,GO:0005634,GO:0009620,GO:0036211,GO:0040007,GO:0048437,GO:0048869
AT1G75020|LPAT4|GO:0003841,GO:0005739,GO:0005739,GO:0012505,GO:0016024,GO:0016746,GO:0007165,GO:0009409,GO:0009414,GO:0009753,GO:0012501,GO:0019538,GO:0032870,GO:0045087
AT5G63310|NDPK2|GO:0004550,GO:0006183,GO:0006228,GO:0006241,GO:0009507,GO:0005634,GO:0005737,GO:0005515,GO:0005515,GO:0009585,GO:0004550,GO:0005515,GO:0042542,GO:0042542,GO:0009941,GO:0004550,GO:0009411,GO:0009734,GO:0009570,GO:0009579,GO:0005515,GO:0009507,GO:0009570,GO:0009570,GO:0005515,GO:0009536
AT2G41350|AUG1|GO:0003674,GO:0005737,GO:0005737,GO:0005829,GO:0051225,GO:0051225,GO:0070652,GO:0005819,GO:0009059,GO:0010468,GO:0019538
AT5G61330|AT5G61330|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0016070
AT5G46110|APE2|GO:0005794,GO:0005886,GO:0009507,GO:0009507,GO:0009507,GO:0015297,GO:0015297,GO:0015120,GO:0015713,GO:0015717,GO:0035436,GO:0071917,GO:0071917,GO:0009643,GO:0009941,GO:0009941,GO:0009941,GO:0009941,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009534,GO:0009941,GO:0009536
AT1G62520|AT1G62520|GO:0005634,GO:0005515,GO:0008610,GO:0019761,GO:0022607,GO:1901362
AT2G29125|RTFL2|GO:0003674,GO:0005634,GO:0005886,GO:0008285,GO:0048367,GO:0032787,GO:0044255,GO:0044283
AT4G28640|IAA11|GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0003700,GO:0009733,GO:0005515,GO:0005515,GO:0009506,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT2G30260|U2B''|GO:0000398,GO:0003674,GO:0005634,GO:0005634,GO:0005686,GO:0000354,GO:0005654,GO:0005737,GO:0015030,GO:0005686,GO:0005654,GO:0005730,GO:0015030,GO:0015030
AT5G67480|BT4|GO:0005576,GO:0005576,GO:0005576,GO:0016567,GO:0006355,GO:0005515,GO:0005516,GO:0009611,GO:0009651,GO:0009751,GO:0009753,GO:0042542,GO:0000325,GO:0000325,GO:0009739,GO:0005737,GO:0009733
AT4G00150|HAM3|GO:0003700,GO:0005634,GO:0005634,GO:0006355,GO:0043565,GO:0003700,GO:0006355,GO:0005515,GO:0030154,GO:0048768,GO:0051301,GO:0007623,GO:0005515,GO:0005515,GO:0005515
AT4G30860|SDG4|GO:0000785,GO:0005634,GO:0005634,GO:0006355,GO:0046975,GO:0005634,GO:0042054,GO:0000785,GO:0005515
AT3G12280|RBR1|GO:0000785,GO:0000977,GO:0005634,GO:0005634,GO:0005667,GO:0006357,GO:0030154,GO:0051726,GO:2000134,GO:0009960,GO:0051726,GO:0051783,GO:0005515,GO:0005515,GO:0010090,GO:0032875,GO:0048366,GO:0001558,GO:2000036,GO:0009553,GO:0009567,GO:0000082,GO:0005515,GO:0016480,GO:0005515,GO:0009553,GO:0009555,GO:0022619,GO:0030154,GO:0048229,GO:0001708,GO:0009555,GO:0001558,GO:0001708,GO:0030154,GO:2000036,GO:0001708,GO:0005515,GO:0005515,GO:0005634,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0007129,GO:0000082,GO:0003677,GO:0005515,GO:0005515,GO:0005515,GO:0008356,GO:0008356,GO:1903866,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0010377,GO:0005515,GO:0005515,GO:0070176,GO:0000082,GO:0008134
AT3G02520|GRF7|GO:0005635,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005886,GO:0007165,GO:0045309,GO:0005886,GO:0005829,GO:0009506,GO:0005794,GO:0005515,GO:0005829,GO:0005515,GO:0005515,GO:0005829,GO:0009570
AT4G14430|IBR10|GO:0004165,GO:0005737,GO:0006635,GO:0006635,GO:0005777,GO:0005777,GO:0004165,GO:0004165,GO:0009062,GO:0080024,GO:0080026,GO:0048767
AT1G78100|AUF1|GO:0005634,GO:0016567,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009736,GO:0010540,GO:0010541,GO:0005515,GO:0005515,GO:0005515
AT4G22745|MBD1|GO:0008270,GO:0009507,GO:0008327,GO:0051747,GO:0005634,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000118,GO:0009056,GO:0010468,GO:0010605,GO:0043170,GO:0051171,GO:0080090
AT3G23280|XBAT35|GO:0005737,GO:0005737,GO:0016567,GO:0004842,GO:0005634,GO:0005737,GO:0006952,GO:0009416,GO:0009639,GO:0009737,GO:0016192,GO:0019538
AT5G65210|TGA1|GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006351,GO:0006355,GO:0005515,GO:0003700,GO:0003700,GO:0005515,GO:0003677,GO:0005515,GO:0005515,GO:0042742,GO:0005515,GO:0043565,GO:0005515,GO:0000976,GO:0000976,GO:0005515,GO:0005515,GO:0000976,GO:0000976,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634
AT1G69120|AP1|GO:0000977,GO:0000978,GO:0000981,GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0006357,GO:0010582,GO:0045944,GO:0046983,GO:0009933,GO:0005634,GO:0003700,GO:0045893,GO:0045893,GO:0005515,GO:0005515,GO:0005515,GO:0009908,GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0046982,GO:0005515,GO:0005515,GO:0003677,GO:0010076,GO:0010582,GO:0005515,GO:0005634,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000976
AT2G39705|RTFL8|GO:0003674,GO:0005634,GO:0005886,GO:0008285,GO:0048367,GO:0009416,GO:0010035,GO:0019752,GO:0044248,GO:1901565
AT4G28110|MYB41|GO:0005634,GO:0005634,GO:0003700,GO:0009825,GO:0010143,GO:0045892,GO:0080090,GO:0080091,GO:0005515,GO:0000976,GO:0005515
AT3G18510|AT3G18510|GO:0003674,GO:0005575,GO:0008150
AT5G65495|AT5G65495|GO:0003674,GO:0005739,GO:0036211
AT1G59640|BPEp|GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0046983,GO:0003700,GO:0006355,GO:0003700,GO:0048446
AT2G24200|LAP1|GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0006508,GO:0008233,GO:0030145,GO:0070006,GO:0005773,GO:0009570,GO:0004177,GO:0005829,GO:0016805,GO:0030145,GO:0005773
AT1G67710|ARR11|GO:0000156,GO:0000160,GO:0003677,GO:0003700,GO:0005634,GO:0005634,GO:0005737,GO:0006355,GO:0009736,GO:0003700,GO:0000156,GO:0009736,GO:0003700,GO:0009735,GO:0005515,GO:0010082,GO:0010082,GO:0010082,GO:0005515,GO:0009787,GO:2000022,GO:2000031
AT2G38140|PSRP4|GO:0009507,GO:0009536,GO:0032544,GO:0009507,GO:0009570,GO:0009941,GO:0009507,GO:0009536,GO:0032544,GO:0005783,GO:0003729
AT3G19360|AtC3H39|GO:0003729,GO:0005634,GO:0005634,GO:0003700,GO:0006355
AT5G17690|AT5G17690|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0031507,GO:0000791,GO:0006325,GO:0000792,GO:0045814,GO:0010048,GO:0003677,GO:0035064,GO:0035064,GO:0048573,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0003935,GO:0008686,GO:0009507,GO:0005515,GO:0005515,GO:0003682,GO:0043565,GO:0045892,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0003723,GO:0009648,GO:0009825,GO:0009910,GO:0010016,GO:0048364
AT2G29380|HAI3|GO:0004722,GO:0005634,GO:0005634,GO:0017018,GO:0035970,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT5G25220|KNAT3|GO:0000981,GO:0005634,GO:0005634,GO:0006355,GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005829,GO:0009722,GO:0071345,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009416
AT5G18290|SIP1;2|GO:0009507,GO:0009507,GO:0055085,GO:0005783,GO:0006833,GO:0015250,GO:0015250,GO:0055085
AT5G55120|VTC5|GO:0005634,GO:0005737,GO:0006006,GO:0010471,GO:0010472,GO:0080047,GO:0080048,GO:0009753,GO:0010193,GO:0019853,GO:0080046,GO:0080048
AT5G64813|LIP1|GO:0003924,GO:0005634,GO:0005634,GO:0005634,GO:0006886,GO:0012505,GO:0003924,GO:0005634,GO:0005737,GO:0009640,GO:0032922,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT3G22070|AT3G22070|GO:0003674,GO:0005575,GO:0006810,GO:0006952,GO:0009059,GO:0009826,GO:0030154,GO:0051252,GO:0051254,GO:2000652
AT4G31720|TAFII15|GO:0000124,GO:0005634,GO:0005634,GO:0005634,GO:0005669,GO:0006352,GO:0006367,GO:0016251,GO:0016573,GO:1990841,GO:0005515,GO:0005515,GO:0005515
AT5G15170|TDP1|GO:0003690,GO:0003697,GO:0005634,GO:0006281,GO:0017005,GO:0017005,GO:0005634,GO:0006281,GO:0017005
AT2G24180|CYP71B6|GO:0005506,GO:0009507,GO:0016020,GO:0016705,GO:0016709,GO:0020037,GO:0005739,GO:0005783,GO:0005794,GO:0005783,GO:0004497,GO:0042430,GO:0005773
AT1G70700|JAZ9|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0009611,GO:0031347,GO:2000022,GO:0009753,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT5G18030|SAUR21|GO:0003674,GO:0005739,GO:0009733
AT4G24700|AT4G24700|GO:0003674,GO:0005575,GO:0009266,GO:0009637,GO:0019748,GO:0051641,GO:0065003
AT2G31490|AT2G31490|GO:0003674,GO:0005739,GO:0005747,GO:0005739,GO:0009853,GO:0031966,GO:0045271,GO:0005747,GO:0005747
AT5G23820|ML3|GO:0005576,GO:0015918,GO:0015918,GO:0032934,GO:0032934,GO:0000325,GO:0000325,GO:0005515,GO:0005515,GO:0005515,GO:0006952,GO:0010168,GO:0099503
AT1G60600|ABC4|GO:0004659,GO:0005886,GO:0005886,GO:0032194,GO:0042372,GO:0009507,GO:0009772,GO:0010236,GO:0042372,GO:0046428
AT5G01970|MadA2|GO:0005634,GO:0005634,GO:0012506,GO:0080115,GO:0006810
AT3G61150|HDG1|GO:0000981,GO:0005634,GO:0008289,GO:0003700,GO:0005515,GO:0042335,GO:0048497,GO:0048497,GO:0000976,GO:0005515,GO:0030154,GO:0000976
AT2G24693|AT2G24693|GO:0003674,GO:0005576,GO:0031347,GO:0042742
AT5G41910|MED10A|GO:0003712,GO:0003712,GO:0005634,GO:0005634,GO:0005634,GO:0006357,GO:0016592,GO:0045944,GO:0016592
AT1G28490|SYP61|GO:0000149,GO:0005484,GO:0005484,GO:0005794,GO:0005794,GO:0005794,GO:0006886,GO:0006886,GO:0006906,GO:0012505,GO:0031201,GO:0048193,GO:0048278,GO:0005484,GO:0005515,GO:0006906,GO:0031201,GO:0005515,GO:0005802,GO:0006886,GO:0006887,GO:0031201,GO:0032588,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006886,GO:0006886,GO:0052324
AT2G01120|ORC4|GO:0003688,GO:0005524,GO:0005634,GO:0005634,GO:0005664,GO:0006270,GO:0016887,GO:0000808,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006260
AT3G52750|FTSZ2-2|GO:0003924,GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0005737,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009535,GO:0010020,GO:0043621,GO:0009507,GO:0009570,GO:0005515,GO:0042802,GO:0009507,GO:0005515,GO:0010020,GO:0009534,GO:0009570,GO:0009532,GO:0009658,GO:0042651,GO:0042802,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009507,GO:0070938,GO:0070938,GO:0005829,GO:0005515
AT1G77610|AT1G77610|GO:0005459,GO:0005460,GO:0005794,GO:0005886,GO:0008514,GO:0015297,GO:0005457,GO:0005459,GO:0005460,GO:0015783,GO:0015786,GO:0072334,GO:0005794
AT2G46550|AT2G46550|GO:0009507,GO:0005515,GO:0009416,GO:0009637,GO:0010468
AT1G68300|AT1G68300|GO:0003674,GO:0005737,GO:0006082,GO:0044248,GO:0044255,GO:1901575
AT3G07780|AT3G07780|GO:0005634,GO:0005654,GO:0009507,GO:0009507,GO:0010071,GO:0010078,GO:0010468,GO:0010492,GO:0046740,GO:0005634,GO:0009793,GO:0010071,GO:0010078,GO:0010492,GO:0042803,GO:0046982,GO:0005515,GO:0005515,GO:0005515,GO:0010468,GO:0042802,GO:0080022,GO:0031347,GO:0009536,GO:0000792,GO:0005515,GO:0005654
AT1G11800|TDP2|GO:0003697,GO:0005634,GO:0005737,GO:0006302,GO:0016605,GO:0070260,GO:0009751,GO:0010468,GO:0016070,GO:0050793,GO:0051171,GO:0080090
AT3G26700|AT3G26700|GO:0003674,GO:0005576,GO:0005576,GO:0009059,GO:0030154,GO:0048364,GO:0061640,GO:0071695,GO:1905392
AT2G16890|AT2G16890|GO:0008194,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0016757,GO:0035251,GO:0009409,GO:0009611,GO:0009639,GO:0009813,GO:0009889,GO:0033993,GO:0042742,GO:0046148,GO:0048580,GO:0050793,GO:0080090
AT1G27040|NPF4.5|GO:0005739,GO:0005739,GO:0016020,GO:0022857,GO:0022857,GO:0055085,GO:0055085
AT1G26930|AT1G26930|GO:0003674,GO:0005634,GO:0005634,GO:0005737,GO:0005777,GO:0005634,GO:0006631,GO:0009611,GO:0009753,GO:0010150,GO:0015996,GO:0071215
AT2G45810|RH6|GO:0000932,GO:0003724,GO:0003729,GO:0005737,GO:0010494,GO:0017148,GO:0033962,GO:0034063,GO:0003729,GO:0005515
AT5G64350|FKBP12|GO:0003755,GO:0005737,GO:0008150,GO:0005829,GO:0009536,GO:0005515
AT2G45850|AHL9|GO:0003680,GO:0005634,GO:0005634,GO:0005886,GO:0005634,GO:0009642,GO:0018130,GO:0044271,GO:0048367,GO:0048507,GO:0050793,GO:0071478,GO:1901566
AT2G02570|SPF30|GO:0003723,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0006397
AT1G26850|AT1G26850|GO:0005737,GO:0008757,GO:0005794,GO:0005794,GO:0005768,GO:0005794,GO:0005802,GO:0005794,GO:0005634,GO:0005797,GO:0006810,GO:0009059,GO:0009414
AT5G23230|NIC2|GO:0005575,GO:0008936,GO:0019674
AT3G25860|LTA2|GO:0004742,GO:0009507,GO:0045254,GO:0004742,GO:0006086,GO:0009570,GO:0009941,GO:0022626,GO:0009507,GO:0009534,GO:0009941,GO:0005829,GO:0005829
AT5G52040|RS41|GO:0000398,GO:0003723,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0016607,GO:0008380,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0010445,GO:0031053,GO:0003729,GO:0003729,GO:0005515,GO:0000398,GO:0005681
AT1G30475|AT1G30475|GO:0003674,GO:0009507,GO:0009658,GO:0010027
AT5G60860|RABA1f|GO:0003924,GO:0003924,GO:0005525,GO:0005768,GO:0016192,GO:0005829
AT5G58800|AT5G58800|GO:0003955,GO:0005737,GO:0005737,GO:0010181,GO:0016020,GO:0009536,GO:0005515,GO:0009416,GO:0019752,GO:0044248,GO:1901565
AT1G23260|MMZ1|GO:0005634,GO:0005634,GO:0005634,GO:0006301,GO:0070534,GO:0005515,GO:0005515,GO:0006301,GO:0031372,GO:1902916
AT5G49540|AT5G49540|GO:0000045,GO:0003674,GO:0072546,GO:0072546,GO:0016049
AT4G13500|AT4G13500|GO:0003674,GO:0009507,GO:0009507,GO:0009534,GO:0005829,GO:0009059,GO:0009409,GO:0009416,GO:0042180,GO:0042742,GO:0044271,GO:0044283,GO:0048316,GO:1901566
AT5G17990|TRP1|GO:0000162,GO:0000162,GO:0005829,GO:0009507,GO:0009941,GO:0009507,GO:0009570,GO:0009570,GO:0009536,GO:0000162,GO:0004048,GO:0009507
AT3G24520|HSFC1|GO:0000978,GO:0003700,GO:0005634,GO:0005634,GO:0006355,GO:0006357,GO:0034605,GO:0043565,GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT4G27960|UBC9|GO:0000209,GO:0005634,GO:0005634,GO:0006511,GO:0016925,GO:0006511,GO:0004842,GO:0006511
AT5G57010|AT5G57010|GO:0003674,GO:0005634,GO:0001666,GO:0006979,GO:0009611,GO:0010035,GO:0014070,GO:0031347,GO:0042742,GO:0050832
AT4G36570|RL3|GO:0005634,GO:0003700,GO:0006355
AT2G40930|UBP5|GO:0004843,GO:0005634,GO:0005634,GO:0004843,GO:0005634,GO:0006511
AT4G11220|BTI2|GO:0005634,GO:0005886,GO:0005789,GO:0071782,GO:0071786,GO:0098554,GO:0005794,GO:0005783,GO:0003729
AT5G57210|AT5G57210|GO:0005096,GO:0005737,GO:0005737,GO:0090630
AT5G24680|AT5G24680|GO:0003674,GO:0009507,GO:0036211
AT2G47030|VGDH1|GO:0004857,GO:0005576,GO:0030599,GO:0030599,GO:0042545,GO:0045490,GO:0046910,GO:0090406,GO:0009506,GO:0016070,GO:0030154,GO:0048638,GO:0050793,GO:0051239,GO:2000241
AT4G17486|AT4G17486|GO:0008233,GO:0009507,GO:0009507,GO:0016579,GO:0101005,GO:0016192
AT2G45190|AFO|GO:0005634,GO:0005634,GO:0005634,GO:0009944,GO:0010154,GO:0010158,GO:0045165,GO:1902183,GO:2000024,GO:0005634,GO:0009909,GO:0003700,GO:0005515,GO:0010154,GO:0010158,GO:0090706,GO:0005515,GO:0005515,GO:0009944,GO:1902183,GO:2000024,GO:0010093,GO:0010450,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000976,GO:0005515,GO:0005515,GO:0009933,GO:0045165
AT1G20850|XCP2|GO:0004197,GO:0005615,GO:0005764,GO:0009507,GO:0051603,GO:0009505,GO:0010623,GO:0005515,GO:0042742
AT3G48690|CXE12|GO:0005634,GO:0052689,GO:0106435,GO:0005737,GO:0106435,GO:0005829,GO:0005829,GO:0006082,GO:0006996,GO:0009409,GO:0009414,GO:0009620,GO:0009642,GO:0044248,GO:0098542,GO:1901575
AT3G16240|DELTA-TIP|GO:0006833,GO:0015250,GO:0015250,GO:0016020,GO:0009941,GO:0015204,GO:0015840,GO:0005886,GO:0000325,GO:0008519,GO:0015200,GO:0009505,GO:0009505,GO:0000325,GO:0005886,GO:0000326,GO:0042807,GO:0009506,GO:0005794,GO:0042802,GO:0006833,GO:0006833,GO:0009705,GO:0015250,GO:0055085
AT3G17440|NPSN13|GO:0000149,GO:0005484,GO:0005484,GO:0005737,GO:0005789,GO:0005794,GO:0006906,GO:0009507,GO:0012507,GO:0031201,GO:0031201,GO:0031902,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005829
AT5G51110|SDIRIP1|GO:0006729,GO:0008124,GO:0008124,GO:0009507,GO:0009507,GO:0009536,GO:0009507,GO:0005515,GO:0005515,GO:0005634,GO:0009507,GO:0009651,GO:0009737,GO:0071944,GO:0005515,GO:0009536,GO:0009570,GO:0110102
AT1G71480|AT1G71480|GO:0003674,GO:0008150,GO:0009507,GO:0009507,GO:0009507,GO:0009535,GO:0009507
AT3G07210|AT3G07210|GO:0003674,GO:0005634,GO:0009059,GO:0055085,GO:0071702,GO:0071705
AT2G16880|AT2G16880|GO:0008150,GO:0009507,GO:0003729
AT2G25890|AT2G25890|GO:0003674,GO:0005739,GO:0012511,GO:0019915
AT5G38550|AT5G38550|GO:0003674,GO:0005575,GO:0019438,GO:0098542,GO:1901362
AT1G56590|ZIP4|GO:0005739,GO:0006886,GO:0006897,GO:0016192,GO:0030131,GO:0031410,GO:0006623,GO:0009630,GO:0005515
AT5G10360|EMB3010|GO:0003735,GO:0005634,GO:0005634,GO:0006412,GO:0009793,GO:0022626,GO:0022627,GO:0009506,GO:0003729,GO:0005886,GO:0003729
AT4G10960|UGE5|GO:0003723,GO:0005576,GO:0005829,GO:0006012,GO:0006364,GO:0003978,GO:0046983,GO:0003978
AT3G56950|SIP2;1|GO:0005576,GO:0015267,GO:0055085,GO:0005783,GO:0009846,GO:0009860
AT3G07800|TK1a|GO:0004797,GO:0005737,GO:0046104,GO:0042802,GO:0004797,GO:0004797,GO:0042802,GO:0006302,GO:0010225,GO:0010225
AT5G19570|AT5G19570|GO:0003674,GO:0005739,GO:0006810,GO:0009059,GO:0016049,GO:0019538,GO:0044085,GO:0048589,GO:0051128
AT5G17630|XPT|GO:0005794,GO:0009507,GO:0015120,GO:0015297,GO:0015297,GO:0071917,GO:0015120,GO:0015713,GO:0035436,GO:0071917,GO:0009941,GO:0009536
AT4G39240|AT4G39240|GO:0005575,GO:0005515,GO:0005515,GO:0009892
AT3G27580|ATPK7|GO:0004674,GO:0005634,GO:0005737,GO:0005886,GO:0006468,GO:0009507,GO:0009507,GO:0016301,GO:0004674,GO:0005515,GO:0005515,GO:0004672,GO:0006468,GO:0010540,GO:0009638,GO:0004672,GO:0005886,GO:0009555,GO:0062075,GO:0098590,GO:0005515
AT5G27030|TPR3|GO:0005737,GO:0005737,GO:0006355,GO:0006355,GO:0010072,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT5G50590|HSD4|GO:0005576,GO:0005576,GO:0005829,GO:0008150,GO:0016491
AT5G17410|AT5G17410|GO:0000278,GO:0000922,GO:0000923,GO:0000930,GO:0005634,GO:0005634,GO:0005813,GO:0007020,GO:0007020,GO:0031122,GO:0043015,GO:0043015,GO:0051011,GO:0051225,GO:0051321,GO:0000930,GO:0005635,GO:0005515,GO:0033566,GO:0048229,GO:0005737,GO:0005938,GO:0055028,GO:0090063
AT1G20780|SAUL1|GO:0005634,GO:0005634,GO:0005634,GO:0016567,GO:0005886,GO:0070696,GO:0004842,GO:0005515,GO:0010115,GO:0010150,GO:0010271,GO:0010380,GO:0090359,GO:0005634,GO:0005737,GO:0005886,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006970,GO:0016567
